,Influencer,Depth 0,Depth 1,Depth 2,Depth 3,Depth 4,Depth 5,Depth 6,Depth 7,Depth 8,Depth 9,Depth 10,Total
3521,"Harry ""Sweets"" Edison",1,2,12,266,1938,4212,4576,4625,4639,4640,4640,432.87890625
507,Ferlin Husky,1,5,89,517,1773,3264,3985,4257,4450,4539,4572,431.888671875
2107,The Adverts,1,9,278,1052,1519,1794,2097,2365,2593,2919,3278,428.974609375
2320,The Charioteers,1,2,19,246,2152,3867,4273,4456,4575,4610,4624,428.328125
1404,The Incredible String Band,1,23,168,911,1776,2212,2416,2624,2861,2992,3156,427.93359375
1848,Hawkshaw Hawkins,1,5,89,402,1791,3447,4076,4348,4483,4582,4613,426.783203125
1415,Big Brother & the Holding Company,1,8,122,931,1941,2261,2528,2752,2914,3088,3332,426.765625
1908,Bay City Rollers,1,12,197,951,1746,2066,2321,2561,2755,2989,3295,426.12109375
1058,Yoko Ono,1,11,193,1073,1667,1910,2179,2421,2627,2930,3280,426.1015625
245,John Barry,1,18,136,872,1894,2278,2547,2786,2926,3087,3335,426.09765625
28,Metallica,1,113,312,654,1279,1789,2122,2412,2680,2963,3293,425.78125
1113,Robert Wyatt,1,19,188,933,1753,2031,2277,2682,2903,3082,3337,425.564453125
623,Leon Russell,1,11,148,834,1934,2429,2552,2651,2778,2910,2985,425.482421875
9,Nick Cave,1,23,247,892,1641,1963,2205,2509,2730,2983,3295,424.63671875
2227,Betty Carter,1,6,61,490,1908,3283,3748,3995,4203,4344,4478,423.765625
3250,The Robins,1,2,11,338,2195,3593,3959,4197,4342,4483,4548,423.716796875
2717,Jerry Byrd,1,2,24,383,2091,3470,3996,4224,4427,4529,4567,423.49609375
3427,LÃ©o FerrÃ©,1,2,21,408,2017,3470,4069,4309,4445,4545,4585,423.1875
1182,Ladysmith Black Mambazo,1,6,56,435,1932,3394,3802,4071,4265,4444,4532,422.58984375
2649,Connie Francis,1,9,108,739,2004,2661,2829,2926,3032,3106,3233,422.568359375
2899,Oscar Brand,1,2,22,460,2081,3264,3860,4170,4343,4477,4550,422.548828125
3230,The Tokens,1,2,137,896,1881,2347,2536,2725,2893,3012,3168,421.44140625
1798,Prince Far I,1,7,162,1001,1748,2014,2309,2564,2841,3220,3559,420.759765625
103,AntÃ´nio Carlos Jobim,1,35,172,538,1366,2840,3594,3844,4083,4266,4444,420.0234375
1716,Jimmy Raney,1,6,42,278,1954,3705,4154,4366,4503,4586,4620,419.7421875
216,MotÃ¶rhead,1,56,355,799,1292,1723,2009,2194,2430,2680,2963,419.263671875
1186,Johnny Maestro,1,2,52,432,1929,3392,3801,4071,4266,4445,4533,418.95703125
2550,Helen Forrest,1,11,65,445,1842,3272,3812,4022,4190,4396,4518,418.51171875
124,Eric Clapton,1,47,263,947,1410,1638,2087,2400,2562,2767,2904,418.380859375
1447,John Fahey,1,22,181,927,1592,2067,2426,2646,2847,3072,3347,417.455078125
1616,Brian Wilson,1,19,192,817,1784,2212,2343,2447,2624,2791,3016,416.568359375
875,Lou Rawls,1,14,144,528,1498,3002,3639,3924,4134,4301,4454,416.201171875
1964,Mickey & Sylvia,1,2,21,295,1955,3692,4199,4418,4522,4566,4599,415.376953125
1666,Mike Seeger,1,7,65,431,1681,3388,4043,4286,4447,4527,4567,415.3515625
2385,Michel Legrand,1,5,87,663,2098,2737,2846,2950,3048,3123,3252,414.654296875
3337,"Orlando ""Cachaito"" Lopez",1,2,26,249,1823,3909,4381,4539,4622,4645,4658,413.857421875
2922,Jonah Jones,1,2,19,279,1589,4084,4669,4725,4739,4750,4761,413.517578125
165,Keith Richards,1,16,174,883,1648,2076,2409,2697,2954,3246,3551,412.275390625
717,1910 Fruitgum Company,1,6,179,937,1683,2031,2314,2558,2754,2988,3295,411.701171875
2138,The Big Bopper,1,4,28,461,2078,3129,3514,3796,4068,4278,4436,410.75390625
807,The Cure,1,81,375,917,1211,1345,1401,1447,1496,1537,1564,410.689453125
467,Bootsy Collins,1,18,246,902,1374,1722,2107,3015,3859,4248,4428,410.43359375
1249,Ann Peebles,1,18,138,784,1819,2324,2506,2690,2858,2966,3123,410.041015625
1407,Jethro Tull,1,15,182,742,1753,2264,2522,2751,2900,2996,3141,409.275390625
617,Judy Collins,1,17,134,664,1838,2585,2756,2869,2984,3057,3181,408.97265625
673,Patti Page,1,7,93,586,1757,2732,3325,3778,4105,4295,4448,408.767578125
1591,Rosemary Clooney,1,18,105,643,1802,2582,2870,3334,3642,3867,4107,408.62890625
890,Dead Kennedys,1,35,346,892,1221,1465,1866,2241,2686,3164,3537,406.837890625
1319,The Bobby Fuller Four,1,6,161,945,1679,1975,2286,2543,2820,3198,3539,406.791015625
2235,Don Cherry,1,10,50,470,1974,2897,3493,3878,4074,4246,4352,406.73828125
1686,Wynton Kelly,1,8,65,320,1474,3695,4376,4516,4565,4598,4623,406.341796875
1337,Sparks,1,21,236,907,1495,1822,2114,2396,2614,2927,3280,406.333984375
1209,Wishbone Ash,1,15,262,788,1447,2018,2414,2657,2849,3060,3327,406.080078125
1675,Ian Tyson,1,6,154,899,1718,2107,2293,2506,2820,3198,3538,405.671875
329,The Five Keys,1,6,91,790,1872,2362,2665,2924,3165,3406,3750,405.13671875
3071,Sunnyland Slim,1,2,14,302,1873,3590,4149,4374,4515,4593,4615,405.12109375
3386,Todd Rhodes,1,2,13,293,2001,3562,3941,4175,4328,4468,4537,404.939453125
3032,The Godz,1,6,155,958,1705,2023,2191,2343,2589,2786,3016,404.265625
1711,The Bobbettes,1,3,23,292,1967,3512,3912,4147,4300,4468,4541,403.353515625
601,Wanda Jackson,1,20,145,583,1522,2604,3177,3587,3831,4012,4199,403.291015625
1757,The Pied Pipers,1,4,21,376,2064,3262,3572,3848,4123,4296,4448,403.24609375
1171,The Monkees,1,21,137,722,1684,2364,2669,2855,3122,3333,3649,402.96484375
573,The Fall,1,32,232,870,1447,1888,2113,2261,2523,2730,2983,402.880859375
1756,The Modernaires,1,3,21,376,2064,3262,3572,3848,4123,4296,4448,402.74609375
2965,Ronnie Self,1,2,150,897,1716,2105,2292,2505,2820,3199,3539,402.21484375
2966,The Monotones,1,2,150,897,1716,2105,2292,2505,2820,3199,3539,402.21484375
46,Killing Joke,1,24,356,845,1220,1647,1993,2194,2430,2680,2963,402.138671875
454,Buddy Collette,1,3,38,377,1890,3255,3756,4098,4291,4456,4530,401.984375
93,Jo Stafford,1,13,108,633,1628,2518,3152,3627,3939,4154,4316,401.578125
13,Marianne Faithfull,1,14,158,824,1735,2118,2298,2491,2706,2970,3293,401.294921875
1875,Argent,1,6,145,858,1702,2149,2397,2668,2881,3082,3339,401.123046875
1521,Derek & the Dominos,1,11,174,854,1608,2046,2394,2663,2799,2990,3289,400.595703125
148,Steel Pulse,1,14,89,532,1904,2645,2990,3314,3680,3945,4154,399.208984375
658,Eddie Fisher,1,5,44,361,1730,3376,3897,4127,4343,4489,4579,399.05859375
3247,Hot Lips Page,1,4,31,195,1636,3941,4394,4527,4577,4598,4621,398.439453125
2186,Nick Lowe,1,13,154,838,1609,2094,2391,2659,2969,3293,3562,397.869140625
789,Liza Minnelli,1,12,150,862,1638,2114,2363,2542,2691,2824,2936,397.23046875
2773,Lord Invader,1,5,54,304,1780,3420,3864,4060,4239,4365,4488,397.068359375
2084,King Pleasure,1,4,27,420,1926,3127,3569,3848,4032,4224,4349,396.666015625
7,Lesley Gore,1,9,89,623,1901,2643,2819,2924,3030,3104,3231,396.130859375
618,Richard Thompson,1,12,172,930,1516,1859,2215,2530,2828,3198,3538,395.671875
861,Mongo Santamaria,1,15,61,425,1769,3008,3477,3747,3973,4209,4334,395.244140625
2526,Roger McGuinn,1,11,186,777,1409,2144,2755,2960,3143,3373,3588,395.232421875
374,Candi Staton,1,8,75,624,1990,2617,2729,2825,2936,3026,3170,394.1875
1272,Gil Scott-Heron,1,14,74,381,1517,3194,3886,4125,4294,4448,4530,394.00390625
3364,The Cleftones,1,2,26,657,1998,2592,2900,3230,3447,3713,4080,393.732421875
871,Clarence Carter,1,6,67,387,1471,3254,4022,4285,4446,4545,4589,392.27734375
772,Tina Turner,1,28,260,718,1306,2044,2370,2522,2693,2858,2966,391.87890625
1501,John Martyn,1,18,189,721,1509,2212,2431,2600,2798,2934,3101,389.826171875
3401,The Maytals,1,2,50,469,1763,2920,3482,3798,4045,4248,4432,389.39453125
3379,Pete Brown,1,2,13,168,1626,3937,4392,4525,4575,4596,4619,388.751953125
453,Milt Hinton,1,6,44,342,1779,3174,3684,3983,4185,4325,4466,388.322265625
1344,Cissy Houston,1,9,94,589,1695,2724,2981,3055,3144,3435,3653,388.2578125
484,Ultravox,1,31,304,938,1330,1493,1573,1612,1681,1746,1775,388.146484375
523,Petula Clark,1,22,146,673,1676,2251,2448,2609,2815,2951,3110,387.185546875
11,Pretenders,1,35,294,858,1211,1443,1769,2134,2651,3163,3537,385.78515625
478,Gary Numan,1,47,351,875,1231,1370,1421,1472,1524,1592,1684,385.4296875
2886,James Moody,1,4,22,303,1967,3130,3645,3877,4064,4248,4354,385.04296875
1658,Manu Dibango,1,8,103,552,1361,2611,3602,3926,4170,4317,4456,384.783203125
381,Otis Clay,1,7,58,583,1946,2593,2813,2961,3061,3206,3412,384.5
922,Doris Day,1,12,79,538,1606,2703,3145,3447,3801,4110,4299,384.185546875
1494,The Blues Project,1,6,107,606,1780,2498,2773,2902,3002,3062,3184,383.73828125
389,The Replacements,1,59,359,705,924,1359,1901,2570,3150,3532,3817,383.033203125
3083,The Remains,1,3,145,819,1626,2009,2312,2558,2754,2989,3295,382.671875
1931,Archie Shepp,1,4,34,385,1697,3040,3741,3999,4201,4333,4471,381.98828125
1555,Canned Heat,1,12,95,650,1809,2339,2561,2764,2897,3069,3327,381.57421875
1835,Sham 69,1,22,269,881,1238,1466,1873,2247,2689,3164,3537,380.974609375
1020,The Left Banke,1,22,172,700,1489,2078,2431,2704,2843,2934,3088,380.4765625
614,James Taylor,1,54,342,770,1209,1472,1589,1641,1668,1702,1750,380.21875
18,The Smiths,1,84,415,769,984,1123,1220,1278,1334,1364,1373,377.072265625
3081,The Rivieras,1,2,129,806,1625,2009,2312,2558,2754,2989,3296,376.486328125
1260,Warren Zevon,1,10,177,850,1477,1734,2003,2358,2846,3268,3560,375.171875
775,Lorraine Ellison,1,8,128,660,1643,2276,2526,2700,2871,2973,3135,375.01953125
2778,Elf,1,4,186,770,1464,1931,2276,2574,2763,3007,3312,374.400390625
228,Nirvana,1,112,441,683,862,995,1124,1241,1341,1428,1482,373.7734375
1768,"Earth, Wind & Fire",1,36,258,901,1322,1479,1552,1624,1686,1767,1827,373.51171875
2202,Billy Taylor,1,2,21,228,1357,3633,4375,4516,4565,4598,4623,371.576171875
59,Mountain,1,19,242,788,1250,1624,2181,2460,2583,2776,2908,370.86328125
2551,Helen O'Connell,1,7,55,307,1427,3075,3902,4195,4350,4489,4568,368.330078125
1385,Richard Hell,1,14,324,910,1205,1376,1513,1592,1629,1686,1718,368.15234375
1222,Tommy Roe,1,9,103,644,1711,2188,2440,2702,2894,3082,3331,368.126953125
1329,Vic Damone,1,6,45,274,1476,3232,3875,4116,4341,4489,4579,368.12109375
204,Iron Maiden,1,70,276,598,1116,1554,2001,2356,2593,2919,3278,367.966796875
783,Carmen McRae,1,14,93,352,1381,2907,3515,3749,3954,4161,4312,366.611328125
1311,Hamza el Din,1,9,56,550,1781,2467,2800,2971,3091,3201,3360,366.505859375
1787,Alton Ellis,1,17,106,481,1567,2481,2830,3083,3395,3721,3973,366.1875
1139,The Spencer Davis Group,1,6,75,698,1695,2238,2450,2646,2803,3014,3307,366.123046875
793,Roy Haynes,1,12,38,265,1531,3020,3838,4215,4425,4526,4566,365.62890625
1590,The Andrews Sisters,1,7,66,471,1462,2784,3259,3521,3750,3976,4201,365.298828125
1110,Terry Callier,1,13,105,651,1549,2185,2598,2818,2995,3131,3370,365.224609375
172,The Weirdos,1,12,227,857,1273,1483,1848,2242,2687,3164,3537,364.755859375
2618,Joe Brown,1,3,44,663,1827,2270,2481,2725,2890,3081,3332,363.369140625
2496,Yma Sumac,1,6,49,607,1771,2385,2628,2837,3021,3156,3384,363.14453125
276,Steely Dan,1,25,220,839,1393,1599,1673,1719,1767,1791,1796,361.884765625
2559,Chico Hamilton,1,5,37,338,1605,2946,3463,3741,3966,4204,4328,360.8671875
353,The Champs,1,3,18,417,1778,2621,3216,3611,3894,4133,4299,360.296875
1615,Pentangle,1,9,77,548,1792,2287,2541,2755,2915,3089,3330,359.869140625
2537,Phosphorescent,1,4,76,499,1456,2496,3143,3532,3817,4126,4313,359.470703125
56,Ohio Players,1,28,226,842,1328,1564,1650,1690,1721,1789,1835,359.41015625
208,Van Halen,1,55,290,606,907,1663,2232,2465,2664,2814,2927,359.158203125
1963,Kenny Dorham,1,6,36,293,1512,2968,3618,4123,4364,4453,4548,358.244140625
2739,Kevin Ayers,1,10,168,873,1424,1584,1765,2016,2303,2739,3190,357.529296875
220,Ted Nugent,1,24,286,681,1074,1574,2084,2435,2645,2851,3057,357.39453125
2887,MiklÃ³s RÃ³zsa,1,4,30,242,1403,3340,3890,4088,4237,4352,4474,357.3203125
992,Eddie Palmieri,1,13,89,522,1507,2101,2893,3525,3832,4095,4281,356.9140625
1481,Brenton Wood,1,4,21,285,1554,3065,3609,3946,4199,4336,4474,355.609375
744,New Order,1,75,336,746,1040,1176,1235,1280,1312,1321,1322,355.083984375
2726,Grace Slick,1,5,93,731,1602,1999,2230,2433,2620,2927,3278,354.923828125
237,The Paul Butterfield Blues Band,1,2,70,654,1646,2155,2521,2773,2920,3082,3330,354.453125
2386,Timi Yuro,1,2,34,493,1850,2567,2702,2809,2927,3022,3168,353.65625
45,Blue Ã–yster Cult,1,23,257,718,1199,1522,1857,2134,2416,2682,2964,353.15234375
837,Dillard & Clark,1,7,117,558,1461,2338,2676,2801,2900,2972,3123,352.802734375
1894,Aaron Neville,1,7,49,252,1214,3169,4018,4284,4446,4545,4589,352.61328125
2032,Buck Clayton,1,4,17,228,1460,3174,3858,4192,4369,4493,4559,351.96484375
1516,James Gang,1,13,180,745,1323,1646,2027,2450,2691,2934,3274,351.19921875
1586,Carmen Miranda,1,12,74,273,1248,2941,3733,4033,4215,4334,4488,351.0625
1897,Lord Kitchener,1,9,69,266,1391,2965,3505,3803,4071,4271,4442,350.990234375
688,Renaissance,1,10,113,655,1499,2049,2324,2503,2681,2836,2946,349.4765625
1674,Stiff Little Fingers,1,21,212,764,1216,1467,1820,2233,2686,3164,3537,349.306640625
579,Peter Gabriel,1,45,262,769,1203,1384,1447,1518,1607,1687,1716,348.955078125
2074,Wizzard,1,5,100,748,1569,1940,2080,2203,2397,2608,2905,348.529296875
1315,Minutemen,1,19,308,866,1121,1251,1403,1484,1519,1550,1576,348.4609375
1457,Robert Fripp,1,21,189,757,1310,1560,1788,2199,2448,2567,2761,347.0859375
2621,The Contours,1,4,56,515,1710,2348,2607,2848,2991,3160,3371,347.048828125
801,Linda Jones,1,3,54,329,1249,2924,3632,3998,4246,4437,4529,346.64453125
3311,Tex Beneke,1,2,21,202,1365,3326,3889,4087,4236,4351,4473,346.2265625
21,Bad Brains,1,37,345,790,1019,1160,1315,1425,1480,1539,1587,346.00390625
1230,Little Eva,1,4,61,521,1574,2389,2740,2911,3145,3336,3648,345.88671875
795,Philly Joe Jones,1,12,36,227,1293,3011,3868,4221,4427,4529,4569,345.7578125
310,Compay Segundo,1,13,80,277,1010,2829,4076,4389,4543,4626,4649,345.494140625
1312,Bad Company,1,32,243,699,1090,1417,1973,2317,2523,2753,2904,345.365234375
2940,The Mothers of Invention,1,5,63,485,1680,2348,2668,2874,3048,3173,3383,345.1015625
1203,AndraÃ© Crouch,1,17,96,353,1122,2618,3442,3865,4123,4303,4456,344.751953125
1982,The Manhattans,1,5,54,457,1748,2459,2619,2748,2893,3002,3156,343.9375
473,Quicksilver Messenger Service,1,11,113,704,1470,1836,2096,2374,2584,2864,3242,343.31640625
17,Pixies,1,73,404,691,826,972,1109,1231,1319,1408,1478,342.609375
2854,The Young Rascals,1,3,26,457,1727,2588,2770,2861,2984,3058,3186,342.421875
1534,Barbra Streisand,1,18,134,578,1206,2128,2642,2792,2898,3005,3070,341.904296875
1017,The Turtles,1,15,79,545,1504,2163,2532,2769,2992,3227,3441,341.875
1838,Carpenters,1,15,228,853,1278,1433,1482,1505,1534,1546,1546,341.7265625
145,Derrick Morgan,1,11,97,401,1287,2325,3155,3549,3834,4100,4276,340.328125
1877,Sandie Shaw,1,12,173,784,1348,1545,1684,1908,2200,2679,3175,340.02734375
2142,PÃ©rez Prado,1,17,83,284,1148,2631,3673,3974,4122,4272,4369,339.134765625
1264,Throbbing Gristle,1,24,206,741,1198,1493,1776,2048,2225,2433,2681,339.0859375
1173,Nick Drake,1,61,283,671,1105,1301,1393,1421,1465,1494,1509,338.298828125
2610,Junior Kimbrough,1,7,50,147,1271,3150,3831,4098,4275,4447,4534,337.365234375
742,Jimmy Webb,1,15,113,553,1259,2155,2692,2828,2871,2931,3007,336.875
1800,"Richard ""Groove"" Holmes",1,3,34,341,1570,2610,3108,3422,3610,3871,4132,336.341796875
1460,Shuggie Otis,1,10,203,818,1280,1502,1594,1634,1670,1743,1800,335.052734375
1974,Gong,1,10,131,757,1426,1633,1756,1985,2276,2708,3175,334.857421875
3007,Jessie Hill,1,2,31,340,1569,2609,3107,3421,3609,3870,4132,334.84375
1506,Elis Regina,1,15,51,358,1221,2482,3460,3810,4074,4265,4444,334.626953125
1349,Willie Mitchell,1,8,56,249,1282,2839,3497,3788,4047,4265,4432,333.998046875
2885,Harold Land,1,2,12,222,1605,2785,3410,3806,4034,4225,4345,333.60546875
1565,The Red Krayola,1,10,134,683,1381,1759,2012,2215,2450,2695,2967,333.52734375
345,The Tams,1,7,100,300,1074,2724,3442,3750,4037,4254,4434,333.06640625
315,Vassar Clements,1,12,66,282,947,2758,3928,4347,4497,4583,4613,332.98828125
1684,Les McCann,1,10,79,323,1164,2545,3393,3824,4106,4307,4449,332.4375
1944,Joe Strummer,1,9,182,739,1168,1424,1923,2447,2809,3197,3538,332.166015625
752,Burning Spear,1,16,60,336,1523,2437,2818,3113,3415,3722,3967,332.052734375
1622,Colin Blunstone,1,9,160,658,1382,1673,1852,2108,2433,2863,3272,331.298828125
257,McCoy Tyner,1,15,92,366,1185,2365,2996,3588,4029,4272,4442,330.8203125
1280,Minor Threat,1,48,337,729,954,1060,1186,1292,1360,1430,1504,330.79296875
363,Misfits,1,28,282,583,965,1483,1920,2172,2422,2680,2963,330.482421875
1579,The Cowsills,1,8,67,596,1512,2075,2289,2446,2621,2790,3007,330.029296875
577,Public Image Ltd.,1,29,244,774,1145,1339,1413,1449,1490,1534,1564,329.92578125
1813,Johnny Nash,1,5,63,480,1516,2216,2534,2905,3099,3317,3615,329.18359375
1495,Thad Jones,1,4,35,225,1233,2790,3790,4200,4421,4526,4566,329.18359375
517,Keith Jarrett,1,14,74,447,1545,2245,2494,2614,2767,2923,3037,328.93359375
2564,Joe South,1,3,110,615,1392,1944,2237,2465,2671,2852,3061,328.818359375
2863,Jimmy Yancey,1,2,6,68,1030,3546,4503,4649,4706,4716,4720,328.6796875
1937,Eddie & the Hot Rods,1,6,77,631,1480,1914,2139,2444,2725,2984,3296,327.86328125
370,Carla Thomas,1,12,83,391,1361,2517,2802,2849,2922,3010,3075,327.681640625
1896,Mighty Sparrow,1,8,49,223,1211,2929,3496,3801,4069,4269,4440,327.568359375
1413,The Smothers Brothers,1,5,49,243,1148,2829,3684,4030,4255,4429,4527,327.44140625
475,Graham Central Station,1,11,205,817,1214,1397,1506,1618,1721,1784,1802,327.3046875
699,Michael Jackson,1,102,385,581,747,872,1003,1092,1222,1283,1309,326.8515625
681,Tommy Makem,1,9,25,193,1203,2851,3837,4214,4425,4529,4571,326.08984375
1836,Johnny Thunders & the Heartbreakers,1,11,158,716,1196,1496,1895,2265,2691,3164,3537,325.904296875
1717,Johnny Smith,1,6,31,181,1242,2964,3608,3998,4242,4438,4535,324.330078125
836,John Sebastian,1,7,83,471,1336,2309,2660,2786,2886,2967,3119,324.26953125
2010,Atomic Rooster,1,8,119,525,1387,1995,2231,2485,2744,2907,3094,324.119140625
2237,The Youngbloods,1,4,52,545,1499,2075,2419,2644,2943,3290,3562,323.98828125
1728,The Runaways,1,20,136,698,1291,1553,1735,1986,2274,2689,3164,322.408203125
2461,Beny MorÃ©,1,14,56,210,897,2768,4056,4391,4545,4626,4649,322.361328125
600,The Collins Kids,1,6,81,581,1378,1891,2339,2630,2937,3285,3563,322.03515625
1050,Chrome,1,15,233,781,1147,1350,1423,1465,1519,1557,1566,321.962890625
980,Death,1,15,179,751,1104,1308,1677,2127,2666,3162,3537,321.318359375
1036,StÃ©phane Grappelli,1,10,43,152,883,3057,4222,4458,4558,4614,4630,321.125
3313,Colosseum,1,2,45,453,1513,2335,2608,2748,2889,2974,3114,320.80078125
3037,The Miracles,1,3,28,379,1590,2404,2763,2919,3080,3262,3468,320.52734375
1097,Johnny Rivers,1,5,43,362,1542,2435,2751,2898,3012,3172,3402,320.19921875
1029,X-Ray Spex,1,16,231,810,1119,1259,1381,1461,1496,1527,1553,320.1328125
1911,"Dave Dee, Dozy, Beaky, Mick & Tich",1,8,71,487,1480,2106,2380,2598,2800,2935,3090,320.126953125
1434,Suzi Quatro,1,8,114,650,1389,1730,1865,2054,2322,2720,3170,319.38671875
92,Spyro Gyra,1,9,60,261,921,2633,3828,4247,4428,4519,4565,319.0
659,The Guess Who,1,12,134,667,1259,1563,1824,2153,2651,3156,3534,318.1484375
1504,Margaret Whiting,1,5,32,190,1291,2890,3406,3633,3836,4084,4283,317.177734375
179,Donna Summer,1,35,288,675,1028,1211,1324,1353,1370,1373,1373,316.94140625
1592,Dan Hicks & His Hot Licks,1,5,100,685,1393,1637,1835,2089,2423,2864,3280,316.80078125
1953,James Booker,1,6,86,510,1321,2010,2479,2775,2931,3034,3176,316.6171875
1980,Astrud Gilberto,1,22,97,341,874,2197,3420,3804,4071,4265,4444,316.224609375
1239,NRBQ,1,14,199,720,1062,1274,1605,2004,2591,3152,3532,315.84765625
2538,Jim Ford,1,5,45,458,1521,2201,2444,2616,2771,2991,3296,315.572265625
3443,Jess Stacy,1,2,10,121,1015,3171,4163,4396,4530,4594,4635,315.267578125
163,ZZ Top,1,24,173,647,1079,1377,1937,2360,2511,2667,2814,314.810546875
1043,Doug Sahm,1,10,70,425,1410,2082,2448,2801,3198,3538,3818,314.8046875
1130,Keely Smith,1,10,52,367,1415,2384,2733,2874,2981,3070,3129,314.720703125
1143,The Soft Boys,1,15,192,728,1047,1253,1622,2038,2606,3151,3532,314.591796875
1111,Terry Reid,1,7,117,714,1331,1608,1734,1896,2119,2367,2731,314.578125
3139,Serge Chaloff,1,2,16,146,1013,3021,4105,4443,4535,4574,4610,314.47265625
2541,Buckwheat Zydeco,1,8,99,508,1375,1876,2224,2596,2784,2989,3292,313.986328125
203,Slayer,1,70,210,457,1051,1431,1597,1866,2214,2680,3164,313.625
1082,Wayne Shorter,1,10,36,272,1390,2496,2883,3325,3648,3856,4092,312.671875
1063,The Association,1,11,125,540,1194,1917,2259,2382,2518,2660,2805,312.197265625
1068,Bob Seger,1,23,152,567,1186,1602,1884,2274,2586,2759,3007,312.12890625
289,Herbie Hancock,1,32,118,357,995,1666,2851,3843,4248,4428,4519,312.013671875
1635,The Lettermen,1,5,36,335,1298,2418,2979,3347,3689,3948,4154,311.9921875
1612,Charlie Rich,1,16,111,377,1097,2303,2747,2901,2996,3074,3215,311.978515625
2132,George Clinton,1,15,185,761,1177,1350,1468,1566,1629,1711,1771,311.9609375
3456,Roaring Lion,1,3,21,152,1081,3020,3817,4052,4238,4364,4487,311.826171875
724,Bill Withers,1,34,219,603,1051,1447,1666,1802,1859,1883,1903,311.796875
649,Stephen Stills,1,13,164,637,1028,1416,1926,2580,3151,3532,3817,311.537109375
1862,Hampton Hawes,1,6,46,186,879,2873,3927,4257,4430,4522,4565,311.138671875
942,Pentagram,1,12,161,663,1117,1380,1771,2309,2782,3194,3538,310.7890625
1952,The Stranglers,1,14,115,576,1215,1818,2088,2258,2523,2730,2983,310.779296875
985,10cc,1,16,177,725,1188,1421,1539,1589,1674,1760,1782,310.44921875
1060,Cabaret Voltaire,1,23,216,712,1127,1331,1395,1431,1456,1465,1466,309.919921875
2240,Bohannon,1,3,78,626,1386,1697,1990,2346,2578,2863,3244,309.326171875
1826,The Bonzo Dog Band,1,11,100,569,1394,1716,1896,2126,2389,2787,3206,308.646484375
1028,The Slits,1,15,206,780,1125,1252,1344,1413,1458,1501,1527,308.5859375
3367,Sonny Clark,1,2,39,247,913,2627,3829,4248,4429,4520,4566,307.84375
843,Mission of Burma,1,24,239,741,1016,1184,1348,1434,1469,1500,1526,307.7890625
1934,Giorgio Moroder,1,28,242,680,1065,1261,1349,1390,1410,1411,1411,307.42578125
1075,Donny Hathaway,1,32,206,611,1008,1491,1676,1752,1774,1789,1808,306.298828125
403,U2,1,82,330,565,773,967,1062,1110,1144,1165,1170,305.951171875
1005,Depeche Mode,1,50,276,645,973,1089,1155,1183,1215,1242,1251,305.373046875
417,The Partridge Family,1,14,94,431,1344,2005,2221,2405,2612,2784,3006,305.03515625
320,George Harrison,1,14,162,601,1195,1493,1666,1910,2254,2719,3193,304.2734375
154,Lynyrd Skynyrd,1,40,244,484,825,1419,1912,2220,2430,2680,2963,304.138671875
2393,Wardell Gray,1,7,42,189,1238,2447,3161,3851,4241,4430,4528,304.0078125
2444,Abbey Lincoln,1,8,68,329,1021,2335,3062,3442,3754,4062,4276,303.58984375
1120,Mick Jagger,1,18,148,633,1229,1532,1684,1750,1774,1794,1807,302.759765625
1298,The Cars,1,39,297,651,908,1061,1166,1240,1318,1397,1464,302.673828125
10,The Raincoats,1,11,221,734,1074,1259,1380,1443,1486,1512,1521,302.533203125
2481,Cachao,1,9,42,239,1058,2455,3345,3764,4093,4292,4452,301.45703125
1435,Marilyn Monroe,1,13,175,535,1134,1597,1782,2013,2310,2723,3176,301.021484375
144,U-Roy,1,25,60,287,1333,2088,2568,2909,3161,3481,3770,300.298828125
2785,Bob Marley & the Wailers,1,6,45,378,1452,2156,2405,2632,2811,3039,3344,300.212890625
859,Kate Bush,1,37,223,589,1027,1325,1442,1523,1587,1633,1650,299.509765625
638,Echo & the Bunnymen,1,41,254,636,964,1156,1268,1308,1339,1364,1373,299.482421875
3094,Wolfgang Amadeus Mozart,1,2,18,269,1433,2407,2871,3098,3304,3470,3727,298.931640625
685,Rush,1,34,179,445,843,1678,2247,2515,2748,2894,3078,298.65625
1978,VinÃ­cius de Moraes,1,10,63,284,868,2285,3472,3820,4079,4267,4445,297.94921875
1313,Dead Boys,1,11,178,705,1126,1327,1439,1577,1645,1737,1967,297.43359375
575,Dinosaur Jr.,1,36,330,648,814,942,1069,1175,1257,1344,1428,297.01953125
878,Tom Lehrer,1,9,67,368,917,1982,3137,3716,4035,4258,4431,296.279296875
2560,Jack McDuff,1,6,28,211,1043,2515,3476,3809,4075,4267,4446,296.162109375
1552,Meat Puppets,1,19,282,712,904,1055,1159,1224,1302,1382,1447,295.751953125
1205,Tom Rush,1,8,82,420,1062,2042,2678,2828,2925,2998,3060,293.3828125
3055,Boots Randolph,1,2,8,86,852,2955,4117,4399,4519,4566,4599,292.591796875
1051,Cocteau Twins,1,41,264,599,951,1104,1163,1203,1232,1241,1242,291.544921875
2774,Lord Melody,1,3,19,108,908,2867,3796,4053,4239,4365,4488,289.919921875
711,Flamin' Groovies,1,16,90,557,1157,1512,1890,2273,2696,3164,3537,289.595703125
1119,Ronnie Lane,1,10,99,562,1248,1524,1679,2091,2504,2818,3201,288.732421875
